query,reference,label,prediction
kakalak,c7a0420__83.22,0,0.7188936856856858
kakalak,c7a0420__152.12,0,0.7948140953083607
kakalak,c7a0420__160.62,0,0.7679319239276049
kakalak,c7a0420__191.89,0,0.7647929881705671
kakalak,c7a0420__208.69,0,0.7299636667280909
kakalak,c7a0420__225.64,0,0.7636850327722366
kakalak,c7a0420__361.78,0,0.6773937177316356
kakalak,c7a0420__378.46,0,0.6980810815541161
kakalak,ba52baa__49.1,1,0.850487843599064
kakalak,ba52baa__55.57,1,0.8415797692131836
kakalak,ba52baa__95.1,0,0.7689676467513084
kakalak,ba52baa__99.21,0,0.7199757213356663
kakalak,ba52baa__101.61,0,0.6203511036841698
kakalak,ba52baa__104.88,0,0.7037098963320905
kakalak,ba52baa__110.24,0,0.7828972651076809
kakalak,ba52baa__122.52,0,0.7462587327870243
kakalak,ba52baa__126.82,0,0.7425241799076192
kakalak,ba52baa__172.05,0,0.7896273540544828
kakalak,ba52baa__244.37,0,0.7653454045201362
kakalak,ba52baa__282.4,0,0.73903716668222
kakalak,ba52baa__291.27,0,0.7748896417653386
kakalak,ba52baa__334.58,0,0.8058330465255985
kakalak,ba52baa__370.74,0,0.7377551047875862
kakalak,ba52baa__395.48,0,0.6754842969195816
kakalak,ba52baa__399.14,0,0.7231504798902064
kakalak,ba52baa__404.26,0,0.7258991410964147
kakalak,ba52baa__432.68,0,0.7572563381017186
kakalak,ba52baa__447.81,0,0.7176671300780342
kakalak,2b64e92__61.59,0,0.7102180148551116
kakalak,2b64e92__71.61,0,0.7270361403303354
kakalak,2b64e92__103.47,0,0.7457726129648643
kakalak,2b64e92__121.02,0,0.7677748856137523
kakalak,2b64e92__145.14,0,0.7822248833746783
kakalak,2b64e92__227.28,0,0.7208462750624589
kakalak,2b64e92__236.8,0,0.7046901708953348
kakalak,2b64e92__276.83,0,0.7537743716662466
kakalak,2b64e92__282.02,0,0.7433405606149797
kakalak,2b64e92__293.46,1,0.8554384418643235
kakalak,2b64e92__297.76,0,0.8293980134862204
kakalak,2b64e92__335.86,0,0.7265837926125975
kakalak,2b64e92__340.09,0,0.8646735574524593
kakalak,2b64e92__344.47,0,0.8245636980786188
kakalak,2b64e92__350.2,0,0.7995610100636393
kakalak,2b64e92__372.16,0,0.7184249708666115
kakalak,2b64e92__378.44,0,0.7450603248989026
kakalak,2b64e92__419.81,0,0.7824592236552009
kakalak,2b64e92__429.64,0,0.8106645009369031
kakalak,2b64e92__444.36,0,0.7630833454989762
kakalak,54ea356__264.1,0,0.7816845706801931
kakalak,54ea356__422.7,0,0.7255976823165138
kakalak,54ea356__473.88,0,0.6951438365207118
kakalak,54ea356__481.26,0,0.7778191638842179
kakalak,54ea356__487.14,0,0.7499113618587997
kakalak,54ea356__501.36,0,0.6733486122633157
kakalak,54ea356__545.31,0,0.6736405665479657
kakalak,54ea356__568.82,0,0.7094001653626457
kakalak,54ea356__588.26,0,0.7922743926094931
kakalak,54ea356__594.49,0,0.7933313218052765
kakalak,54ea356__600.92,0,0.6709559473197378
kakalak,54ea356__603.68,0,0.7237916637652667
kakalak,54ea356__622.64,0,0.7121884194986785
kakalak,54ea356__657.24,0,0.7512142994017506
kakalak,54ea356__665,0,0.6730523083721628
kakalak,54ea356__673.62,0,0.7112913498230478
kakalak,54ea356__684.82,0,0.7276285543321463
kakalak,54ea356__697.36,0,0.7569468533876874
kakalak,54ea356__702.94,0,0.755362082255332
kakalak,54ea356__718.4,0,0.7848284371310941
kakalak,bd108b9__38.33,0,0.745950601065293
kakalak,bd108b9__44.34,0,0.7081900408659865
kakalak,bd108b9__50.57,0,0.7164716400126596
kakalak,bd108b9__199.06,0,0.6660044309009503
kakalak,bd108b9__202.6,0,0.6904835588581939
kakalak,bd108b9__228.04,0,0.6558515915627171
kakalak,bd108b9__265.71,0,0.7157206077882019
kakalak,bd108b9__273.99,0,0.7288248871893735
kakalak,bd108b9__277.03,0,0.7348713618326019
kakalak,bd108b9__290.26,0,0.7231082708999472
kakalak,bd108b9__321.42,0,0.7713822642117413
kakalak,bd108b9__326.14,0,0.7494208697280691
kakalak,bd108b9__350.35,0,0.7658800760136176
kakalak,bd108b9__355.21,0,0.6192655809956074
kakalak,bd108b9__444.59,0,0.7090789843115469
kakalak,bd108b9__478.53,0,0.7740662775869396
kakalak,bd108b9__485.09,0,0.709013889976665
kakalak,e3defe0__21.93,0,0.7494579206030189
kakalak,e3defe0__38.21,0,0.7925582746268945
kakalak,e3defe0__45.98,0,0.73519735588594
kakalak,e3defe0__86.42,0,0.80093726108552
kakalak,e3defe0__123.66,0,0.7740572822091971
kakalak,e3defe0__156.21,0,0.7666427562527558
kakalak,e3defe0__159.57,0,0.7370661087631947
kakalak,e3defe0__164.38,0,0.7508167924978884
kakalak,b12d984__61.2,0,0.7521116176862388
kakalak,f69176a__34.29,0,0.6657058212643341
kakalak,f69176a__56.58,0,0.7120081097536259
kakalak,f69176a__82.92,0,0.6780844537169
kakalak,f69176a__107.62,0,0.8080201976022396
kakalak,f69176a__131.13,0,0.7253982996797375
kakalak,f69176a__264.84,0,0.6655012612631712
kakalak,f69176a__274.23,0,0.6958222013858464
kakalak,4dd6145__51.23,0,0.6757818916004845
kakalak,4dd6145__54.51,0,0.6868093810682683
kakalak,4dd6145__60.89,0,0.7014575658608861
kakalak,4dd6145__88.46,0,0.710157351271651
kakalak,4dd6145__94.49,0,0.7746436599881998
kakalak,4dd6145__100.62,0,0.660817788624508
kakalak,4dd6145__117.25,0,0.7648576225597942
kakalak,4dd6145__120.64,0,0.684000479928389
kakalak,4dd6145__134.28,0,0.7436584115195568
kakalak,4dd6145__168.31,0,0.7286629013054855
kakalak,4dd6145__173.87,0,0.6656083213921669
kakalak,4dd6145__176.73,0,0.7210191595302096
kakalak,0c4d66a__275.17,0,0.6875446065843754
kakalak,0c4d66a__402.63,0,0.7051513312963371
kakalak,0c4d66a__422.02,0,0.7273613637571859
kakalak,0c4d66a__466.15,0,0.7472255745535503
kakalak,0c4d66a__479.16,0,0.695464844678482
kakalak,0c4d66a__504.47,0,0.6847224269117775
kakalak,0c4d66a__519.07,0,0.6971852187678661
kakalak,0c4d66a__626.78,0,0.7132581426497144
kakalak,0c4d66a__654.56,0,0.7572216592408978
kakalak,0c4d66a__738.35,0,0.7173414578335993
kakalak,0c4d66a__1328.05,0,0.7054583778702613
kakalak,0c4d66a__1350.8,0,0.7001891963682002
kakalak,0c4d66a__1428.5,0,0.7735931556297511
kakalak,0c4d66a__1504.03,0,0.7289100903419327
kakalak,db076bf__167.89,0,0.7324518812402283
kakalak,db076bf__211.82,1,0.8516006046829694
kakalak,db076bf__216.03,1,0.8617599114643875
kakalak,db076bf__233.73,1,0.8521209265781725
kakalak,db076bf__371.11,0,0.7482014609329841
kakalak,df85b22__22.8,0,0.7076070287208927
kakalak,df85b22__33.5,0,0.7239206860651343
kakalak,df85b22__63.04,0,0.7096791166898562
kakalak,df85b22__77.84,0,0.761281280669492
kakalak,df85b22__147.43,0,0.7687169038088819
kakalak,df85b22__154.44,0,0.6936289516411522
kakalak,df85b22__163.06,0,0.7078426445578114
kakalak,df85b22__193.82,0,0.7667064187793325
kakalak,df85b22__208.5,0,0.7655201808752831
kakalak,df85b22__217.44,0,0.6871523722033219
kakalak,df85b22__298.66,0,0.6785204627305845
kakalak,df85b22__306.12,0,0.6165744769853646
kakalak,df85b22__310.38,0,0.7506850747633304
kakalak,473070f__25.88,0,0.7311061301964026
kakalak,473070f__34.56,0,0.73031456088992
kakalak,473070f__72.96,0,0.7260569187535173
kakalak,473070f__92.01,0,0.7353352292435973
kakalak,473070f__126.82,0,0.7368690270282969
kakalak,473070f__139.69,0,0.7161182238235083
kakalak,473070f__160.65,0,0.7527636019780691
kakalak,473070f__187.38,0,0.7077744902069822
kakalak,473070f__247.12,0,0.6710357295635909
kakalak,473070f__277.27,0,0.7122407282234329
kakalak,473070f__311.53,0,0.6641341856902642
kakalak,cdd66fe__18.59,0,0.7402350080087732
kakalak,cdd66fe__31.25,0,0.7392380759821577
kakalak,cdd66fe__54.14,0,0.725870212123198
kakalak,cdd66fe__68.86,0,0.7704639549928608
kakalak,cdd66fe__79.97,0,0.7531362349749332
kakalak,cdd66fe__93.74,0,0.7720033536554584
kakalak,cdd66fe__112.22,0,0.8190017652134968
kakalak,cdd66fe__149.82,0,0.7312473160241161
kakalak,cdd66fe__175.1,0,0.7388002987578661
kakalak,cdd66fe__183.73,0,0.7137765365206622
kakalak,cdd66fe__204.68,0,0.6899585968016284
kakalak,cdd66fe__212.62,0,0.6794518425582583
kakalak,cdd66fe__236.85,0,0.6921126278426943
kakalak,cdd66fe__247.1,0,0.7256694441877694
kakalak,cdd66fe__261.38,0,0.7724712289190387
kakalak,cdd66fe__265.26,0,0.6877576955623662
kakalak,cdd66fe__278.08,0,0.7804396919301666
kakalak,cdd66fe__302.15,0,0.7278245074136415
kakalak,cdd66fe__309.73,0,0.7621057335888344
kakalak,cdd66fe__317.16,0,0.7277911611296239
kakalak,cdd66fe__327.16,0,0.7528670843709335
kakalak,cdd66fe__366.66,0,0.6856625270941956
kakalak,cdd66fe__387.32,0,0.784825227879736
kakalak,cdd66fe__406.5,0,0.7511122094311499
