query,reference,label,prediction
pitjantjatjara,SW01-20190528_04-01__19.93,0,0.8520853013094929
pitjantjatjara,SW01-20190528_04-01__51.22,0,0.704908659674157
pitjantjatjara,SW01-20190528_04-01__70.88,0,0.8326305240064402
pitjantjatjara,SW01-20190528_04-01__129.91,0,0.8230975041728497
pitjantjatjara,SW01-20190528_04-01__137.28,0,0.8217804713623925
pitjantjatjara,SW01-20190528_04-01__147.55,0,0.8138264789346012
pitjantjatjara,SW01-20190528_04-01__157.03,0,0.8278171876756868
pitjantjatjara,SW01-20190528_04-01__173.19,0,0.8058993045231558
pitjantjatjara,SW01-20190528_04-01__199.56,0,0.8115239442520458
pitjantjatjara,SW01-20190528_04-01__208.36,0,0.7911199946060883
pitjantjatjara,SW01-20190528_04-01__222.28,0,0.8104510077465863
pitjantjatjara,SW01-20190528_04-01__230.64,0,0.7754136332722782
pitjantjatjara,SW01-20190528_04-01__240.48,0,0.8358729893935091
pitjantjatjara,SW01-20190528_04-01__270.97,0,0.7365639321985991
pitjantjatjara,SW01-20190528_04-01__280.46,0,0.820351703873252
pitjantjatjara,SW01-20190528_04-01__322.41,0,0.7953644445112473
pitjantjatjara,SW01-20190528_04-01__331.87,0,0.8351860187839257
pitjantjatjara,SW01-20190528_04-01__337.61,0,0.7984583912346667
pitjantjatjara,SW01-20190528_05-01__4.63,0,0.7913150766033442
pitjantjatjara,SW01-20190528_05-01__11.61,0,0.815692158966007
pitjantjatjara,SW01-20190528_05-01__20.59,0,0.8067234349034822
pitjantjatjara,SW01-20190528_05-01__31.3,0,0.8019861049522581
pitjantjatjara,SW01-20190528_05-01__40.11,0,0.7728240817011517
pitjantjatjara,SW01-20190528_05-01__46.28,0,0.7417704419868789
pitjantjatjara,SW01-20190528_05-01__52.48,0,0.7893790724489644
pitjantjatjara,SW01-20190528_05-01__59.22,0,0.8030055925673484
pitjantjatjara,SW01-20190528_05-01__66.94,0,0.7495078007260045
pitjantjatjara,SW01-20190528_05-01__82.02,0,0.8044393501282338
pitjantjatjara,SW01-20190528_05-01__89.43,0,0.7658090550292598
pitjantjatjara,SW01-20190528_05-01__98.06,0,0.9022059661079918
pitjantjatjara,SW01-20190528_05-01__109.94,0,0.7754134845403153
pitjantjatjara,SW01-20190528_05-01__116.46,0,0.7517460850189178
pitjantjatjara,SW01-20190528_05-01__137.08,0,0.8400416542114023
pitjantjatjara,SW01-20190528_05-01__147.84,0,0.7617785040845279
pitjantjatjara,SW01-20190528_05-01__155.26,0,0.7877199923758671
pitjantjatjara,SW01-20190528_05-01__167.29,0,0.8013892066275727
