query,reference,label,prediction
C17_there_ali,wrl-20190201__392.72,0,0.8026741641357205
C17_there_ali,wrl-20190201__461.78,0,0.8115697691774432
C17_there_ali,wrl-20190201__516.82,0,0.7808769696271215
C17_there_ali,wrl-20190201__551.21,0,0.7904825523212878
C17_there_ali,wrl-20190201__708.1,0,0.8138939167353351
C17_there_ali,wrl-20190201__723.46,0,0.8358200037885424
C17_there_ali,wrl-20190201__730.98,0,0.8630448577277414
C17_there_ali,wrl-20190201__1298.74,0,0.8279186514361603
C17_there_ali,wrl-20190201__1317.72,0,0.8032333115374078
C17_there_ali,wrl-20190201__1386.45,0,0.8001507053733873
C17_there_ali,wrl-20190201__1748.23,0,0.9146150318815364
C17_there_ali,wrl-20190201__1773.27,0,0.8401964340961986
C17_there_ali,wrl-20190201__1782.1,0,0.8254641536230322
C17_there_ali,wrl-20190201__1787.47,1,0.7967976481345904
C17_there_ali,wrl-20190201__1991.77,1,0.8552074573195523
C17_there_ali,wrl-20190201__2039.22,1,0.8413337970982515
C17_there_ali,wrl-20190201__2042.56,1,0.8708441427995561
C17_there_ali,wrl-20190201__2066.46,1,0.835481994807677
C17_there_ali,wrl-20190201__2091.99,0,0.8482556486453463
C17_there_ali,wrl-20190201__2126.62,0,0.8004604009023569
C17_there_ali,wrl-20190201__2937.91,1,0.8537199448807413
C17_there_ali,wrl-20190201__2985.16,1,0.8313847633434218
C17_there_ali,wrl-20190201__3346.31,0,0.8127692562914584
C17_there_ali,wrl-20190201__3365.88,0,0.8365586559170094
C17_there_ali,wrl-20190201__3438.57,0,0.8515388091224854
C17_there_ali,wrl-20190213-01__27.78,0,0.789005106535446
C17_there_ali,wrl-20190213-01__39.98,0,0.7754287364727823
C17_there_ali,wrl-20190213-01__104.04,0,0.7917625799086171
C17_there_ali,wrl-20190213-01__173.58,0,0.8034597796134444
C17_there_ali,wrl-20190213-01__185.44,0,0.8043105086491735
C17_there_ali,wrl-20190213-01__234.62,0,0.8051383905840577
C17_there_ali,wrl-20190213-01__288.65,0,0.8098984394043109
C17_there_ali,wrl-20190213-01__314.15,0,0.7871570321407537
C17_there_ali,wrl-20190213-01__698.36,0,0.8238763102584119
C17_there_ali,wrl-20190213-01__726.74,0,0.7969404022669626
C17_there_ali,wrl-20190213-01__818.43,0,0.8056820125989697
C17_there_ali,wrl-20190213-01__868.62,0,0.8094586648928214
C17_there_ali,wrl-20190213-01__875.81,0,0.806344241890889
C17_there_ali,wrl-20190213-01__931.4,0,0.8280091694301791
C17_there_ali,wrl-20190213-01__1011.23,0,0.8495154108678609
C17_there_ali,wrl-20190213-01__1032.97,0,0.7983740982643757
C17_there_ali,wrl-20190213-01__1074.4,0,0.7931701992956409
C17_there_ali,wrl-20190213-01__1086.47,0,0.8082470809905714
C17_there_ali,wrl-20190213-01__1162.21,1,0.8180434141119195
C17_there_ali,wrl-20190213-01__1167.38,1,0.8081884832416981
C17_there_ali,wrl-20190213-01__1417.46,1,0.798825619241157
C17_there_ali,wrl-20190213-01__1753.88,0,0.7692661598293287
C17_there_ali,wrl-20190213-01__1965.41,0,0.8016085544375483
C17_there_ali,wrl-20190213-01__2241.82,0,0.78432517980341
C17_there_ali,wrl-20190213-01__2283.5,0,0.7863456682352447
C17_there_ali,wrl-20190213-01__2290.68,0,0.8327767841418025
C17_there_ali,wrl-20190213-01__2406.68,0,0.81742774686596
C17_there_ali,wrl-20190213-01__2442.99,0,0.8341982788639195
C17_there_ali,wrl-20191207-02__147.78,0,0.8024411787493291
C17_there_ali,wrl-20191207-02__517.76,0,0.8348346739970487
C17_there_ali,wrl-20191207-02__527.41,0,0.8708701161048382
C17_there_ali,wrl-20191207-02__539.54,0,0.8764000952835483
C17_there_ali,wrl-20191207-02__602.27,0,0.7747203962832652
C17_there_ali,wrl-20191207-02__673.82,0,0.775886027545859
C17_there_ali,wrl-20191207-02__677.19,0,0.7607187086921359
C17_there_ali,wrl-20191207-02__700.1,0,0.7932446108601702
C17_there_ali,wrl-20191207-02__1027.45,0,0.7886924723908829
C17_there_ali,wrl-20191207-02__1053.16,0,0.8102387632367564
C17_there_ali,wrl-20191207-02__1165.78,0,0.8062653217601914
C17_there_ali,wrl-20191207-02__1252.27,0,0.8339501578195766
C17_there_ali,wrl-20191207-02__1439.28,0,0.8010907245103074
C17_there_ali,wrl-20191207-02__1524.69,0,0.7954800248483298
C17_there_ali,wrl-20191207-02__1567.82,0,0.818038787337864
C17_there_ali,wrl-20191207-02__1609.5,0,0.8140600337772912
