query,reference,label,prediction
konhda,MIXPRE-003-20180519-SG-tour-trim__22.7,1,0.9821814612177008
konhda,MIXPRE-003-20180519-SG-tour-trim__25.2,0,0.8231076003928066
konhda,MIXPRE-003-20180519-SG-tour-trim__28.1,0,0.8173705080690656
konhda,MIXPRE-003-20180519-SG-tour-trim__32,0,0.90649619200457765
konhda,MIXPRE-003-20180519-SG-tour-trim__41.7,0,0.8409156656759048
konhda,MIXPRE-003-20180519-SG-tour-trim__44.6,0,0.7797350930754254
konhda,MIXPRE-003-20180519-SG-tour-trim__47.7,0,0.8561859846410879
konhda,MIXPRE-003-20180519-SG-tour-trim__53.6,0,0.8998109487692852
konhda,MIXPRE-003-20180519-SG-tour-trim__59.6,0,0.8307157398756148
konhda,MIXPRE-003-20180519-SG-tour-trim__69.7,1,0.9917495801033751
konhda,MIXPRE-003-20180519-SG-tour-trim__71.7,0,0.8970027273024871
konhda,MIXPRE-003-20180519-SG-tour-trim__74.3,0,0.8715362335617255
konhda,MIXPRE-003-20180519-SG-tour-trim__77,1,0.9130533854905111
konhda,MIXPRE-003-20180519-SG-tour-trim__78.3,0,0.7977611425830217
konhda,MIXPRE-003-20180519-SG-tour-trim__80.9,0,0.7715387402911927
konhda,MIXPRE-003-20180519-SG-tour-trim__84.8,0,0.8077839935057924
konhda,MIXPRE-003-20180519-SG-tour-trim__89.2,0,0.8313088117148155
konhda,MIXPRE-003-20180519-SG-tour-trim__98.8,0,0.7979922212903925
konhda,MIXPRE-003-20180519-SG-tour-trim__102.3,0,0.8875961109344022
konhda,MIXPRE-003-20180519-SG-tour-trim__104.8,0,0.8166394016955555
konhda,MIXPRE-003-20180519-SG-tour-trim__108,0,0.8829637448564456
konhda,MIXPRE-003-20180519-SG-tour-trim__113.2,0,0.8936439648619748
konhda,MIXPRE-003-20180519-SG-tour-trim__119.9,0,0.7896942056737195
konhda,MIXPRE-003-20180519-SG-tour-trim__130.3,0,0.9013037608568125
konhda,MIXPRE-003-20180519-SG-tour-trim__153.3,0,0.8354407900628549
konhda,MIXPRE-003-20180519-SG-tour-trim__158.4,0,0.8543022368325855
konhda,MIXPRE-003-20180519-SG-tour-trim__163.3,0,0.7688196364428409
konhda,MIXPRE-003-20180519-SG-tour-trim__186.9,0,0.8707206461560967
konhda,MIXPRE-003-20180519-SG-tour-trim__193.1,0,0.7820811515156987
konhda,MIXPRE-003-20180519-SG-tour-trim__203.7,0,0.8771415588800939
konhda,MIXPRE-003-20180519-SG-tour-trim__233.2,0,0.828545985356563
konhda,MIXPRE-003-20180519-SG-tour-trim__238.2,0,0.8107679590453069
konhda,MIXPRE-003-20180519-SG-tour-trim__245,1,0.860406014495569
konhda,MIXPRE-003-20180519-SG-tour-trim__249.2,0,0.790314393344368
konhda,MIXPRE-003-20180519-SG-tour-trim__254.2,1,0.9095831067731206
konhda,MIXPRE-003-20180519-SG-tour-trim__260,1,0.8813972907636592
konhda,MIXPRE-003-20180519-SG-tour-trim__269.9,1,0.9065850710172977
konhda,MIXPRE-003-20180519-SG-tour-trim__275.1,1,0.9772749606138738
konhda,MIXPRE-003-20180519-SG-tour-trim__282.7,1,0.9354615245858405
konhda,MIXPRE-003-20180519-SG-tour-trim__284.7,0,0.860506174518555
konhda,MIXPRE-003-20180519-SG-tour-trim__288.8,1,0.9600437467423386
konhda,MIXPRE-003-20180519-SG-tour-trim__300.5,0,0.9096865311231446
konhda,MIXPRE-003-20180519-SG-tour-trim__304.1,1,0.8561642935668068
konhda,MIXPRE-003-20180519-SG-tour-trim__306.8,0,0.8686368087031724
konhda,MIXPRE-003-20180519-SG-tour-trim__309.5,0,0.7734639553063377
konhda,MIXPRE-003-20180519-SG-tour-trim__312.2,1,0.9263921250360347
konhda,MIXPRE-003-20180519-SG-tour-trim__315.4,0,0.8310678901399691
konhda,MIXPRE-003-20180519-SG-tour-trim__328.9,1,0.9402711996545348
konhda,MIXPRE-003-20180519-SG-tour-trim__331.9,0,0.8772989843925587
konhda,MIXPRE-003-20180519-SG-tour-trim__335.3,0,0.8305732069218701
